114,PUSTE
79,człowiek
64,ocean
60,cichy
41,morze
36,dom
32,dzień
29,opanowany
24,sen
12,las
11,ja
10,uczeń
10,wiatr
9,czas
9,pies
8,łagodny
8,nerwowy
8,niespokojny
8,woda
7,kot
7,miły
6,pokój
5,charakter
5,cisza
5,czlowiek
5,duch
5,wesoły
5,wieczór
4,chłopiec
4,dziadek
4,niebieski
4,starość
4,umysł
3,Calm
3,grzeczny
3,jezioro
3,książka
3,nauczyciel
3,nudny
3,owca
3,spokój
3,zły
2,adhd
2,agresywny
2,brat
2,chłopak
2,chmura
2,cierpliwy
2,dziecko
2,dzien
2,głupi
2,kolor
2,leń
2,ład
2,mąż
2,medrzec
2,melancholijny
2,mężczyzna
2,"nie ja"
2,noc
2,oddech
2,ojciec
2,okolica
2,okulary
2,osoba
2,pan
2,poranek
2,relaks
2,ruchliwy
2,student
2,szaleniec
2,szum
2,świat
2,tak
2,widok
2,wyluzowany
2,zen
2,zrownowazony
1,agresja
1,amerykanin
1,babcia
1,banan
1,bardzo
1,bujny
1,burzliwy
1,chlopiec
1,chłopczyk
1,choleryk
1,cień
1,ciepliwy
1,cujichy
1,"cz łowiek"
1,czlowie
1,człoweik
1,człowiekl
1,delikatny
1,dobry
1,dumny
1,dywan
1,dziki
1,energia
1,energiczny
1,facet
1,fale
1,flegamtyk
1,flegmatyk
1,fotel
1,ghandi
1,głaz
1,głos
1,głośny
1,głowa
1,głuchy
1,gniew
1,góry
1,harmonijny
1,"i ostateczny"
1,informatyk
1,jez
1,kierowca
1,kobieta
1,kochany
1,komendant
1,kon
1,kościół
1,kotek
1,krajobraz
1,krzysztof
1,ksiądz
1,ktoś
1,Kuba
1,kwiat
1,lekki
1,leniwiec
1,lot
1,ładny
1,łągodny
1,łąka
1,maniek
1,marsz
1,mezczyzna
1,mędrzec
1,mily
1,miłość
1,mnich
1,mo5rze
1,morz
1,"morze, spokój, wieś, wieczór, papieros, człowiek"
1,nerwy
1,niebo
1,niedziela
1,niepsokojny
1,niesopkojeny
1,niesprowokowany
1,niestabilny
1,nieśmiały
1,nuda
1,oaza
1,obłok
1,obraz
1,ocea
1,oceN
1,ocena
1,ogród
1,ogródek
1,opanowanie
1,p
1,pacjent
1,piesek
1,Piotr
1,piwo
1,pobyt
1,pokorny
1,poukładany
1,powoli
1,powolny
1,psychopata
1,ptak
1,równowaga
1,ruch
1,Ruczaj
1,rzeka
1,samarytanin
1,słaby
1,smiech
1,sniespokojny
1,stary
1,stoik
1,strumień
1,szachista
1,szalony
1,śmiały
1,śpiący
1,tata
1,"też ja"
1,towar
1,trlo
1,troskliwy
1,twarz
1,ułozóny
1,ułożony
1,umiarkowany
1,uprzejmy
1,utwór
1,vito
1,weso.ły
1,widz
1,"wie ś"
1,wiek
1,włosy
1,wściekły
1,wykładowca
1,wzbutrzony
1,wzrok
1,zabójca
1,zakątek
1,zalew
1,zaułek
1,zdenerwowany
1,zefir
1,zielony
1,znierwicowany
1,żwawy
